ley_a,ley_a_nombre,ley_a_corta,ley_b,ley_b_nombre,ley_b_corta,sector_a,sector_b,mismo_sector,citas_a_a_b,citas_b_a_a,textos_a_cita_b,textos_b_cita_a
codigo-fiscal-de-la-federacion,CÓDIGO Fiscal de la Federación,CFF,ley-federal-del-impuesto-sobre-automoviles-nuevos,LEY Federal del Impuesto sobre Automóviles Nuevos,LFISAN,fiscal,fiscal,True,1,1,"[Art.29-A · medium · direct_mention] comprobante correspondiente en moneda nacional.  Para efectos de esta fracción se entiende por automóvil la definición contenida en el artículo 5 de la Ley Federal del Impuesto sobre Automóviles Nuevos.  Cuando los bienes o las mercancías no puedan ser identificados individualmente, se hará el señal","[Art.6o · high · senalada_en] Artículo 6o. Para los efectos de esta Ley, se entiende por enajenación, además de lo señalado en el Código Fiscal de la Federación, la incorporación del automóvil al activo fijo de las empresas fabricantes, ensambladoras o importadoras de automóviles e inclusive al de los distrib"
codigo-nacional-de-procedimientos-civiles-y-familiares,CÓDIGO Nacional de Procedimientos Civiles y Familiares,CNPCF,codigo-nacional-de-procedimientos-penales,CÓDIGO Nacional de Procedimientos Penales,CNPP,penal,penal,True,1,1,"[Art.335 · high · regulada_por] s que tengan relación con el procedimiento que se ventile, las partes pueden presentar otros medios de prueba que no estén expresamente reconocidos y regulados en el Código Nacional, como son, ejemplificativamente, videos, fotografías, cintas cinematográficas, disquetes o discos compactos, de sistem",[Art.138 · high · prevista_en] endido cuando la sentencia que condene a reparar el daño cause ejecutoria. El embargo se regirá en lo conducente por las reglas generales del embargo previstas en el Código Nacional de Procedimientos Civiles y Familiares. Párrafo reformado DOF 14-11-2025
codigo-nacional-de-procedimientos-civiles-y-familiares,CÓDIGO Nacional de Procedimientos Civiles y Familiares,CNPCF,ley-de-concursos-mercantiles,LEY de Concursos Mercantiles,LCM,penal,mercantil,False,1,1,"[Art.811 · medium · direct_mention] na deudora no comerciante, que no pueda hacer frente a sus obligaciones líquidas y exigibles, siempre que no se encuentre en los supuestos que regula la Ley de Concursos Mercantiles y demás leyes especiales.  El procedimiento puede ser extrajudicial o judicial, asimismo, podrá ser necesario o volunt","[Art.8o · medium · direct_mention] rdenamiento, en el orden siguiente:  I.	El Código de Comercio;  II.	La legislación mercantil;  III.	Los usos mercantiles especiales y generales;  IV.	El Código Nacional de Procedimientos Civiles y Familiares, y Fracción reformada DOF 14-11-2025  V.	El Código Civil en materia federal.  Capítulo II De"
codigo-nacional-de-procedimientos-penales,CÓDIGO Nacional de Procedimientos Penales,CNPP,ley-federal-para-la-prevencion-e-identificacion-de-operaciones-con-recursos-de-procedencia-ilicita,LEY Federal para la Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita,LFPIORPI,penal,financiero,False,1,1,"[Art.243 · medium · direct_mention] a el cierre o suspensión de actividades de empresas, negociaciones o establecimientos con actividades lícitas.  Tratándose de los delitos que refiere la Ley Federal para Prevenir y Sancionar los Delitos Cometidos en Materia de Hidrocarburos, el Ministerio Público de la Federación, asegurará el estab","[Art.7 · high · prevista_en] la presente Ley, y estará adscrita a la oficina del Fiscal General de la República.  La Unidad podrá utilizar las técnicas y medidas de investigación previstas en el Código Nacional de Procedimientos Penales. Artículo reformado DOF 20-05-2021"
codigo-penal-federal,CÓDIGO Penal Federal,CPF,ley-federal-contra-la-delincuencia-organizada,LEY Federal contra la Delincuencia Organizada,LFCDO,penal,penal,True,1,1,"[Art.420 · medium · direct_mention] gida, o cuando se realicen con fines comerciales.  En los casos previstos en la fracción IV del presente artículo y la fracción X del artículo 2o. de la Ley Federal contra la Delincuencia Organizada, se impondrá la pena de cinco a quince años de prisión y el equivalente de tres mil a seis mil días m","[Art.44 · high · establecida_en] Artículo 44.- La regla prevista en el párrafo primero del artículo anterior, se aplicará en relación a los beneficios establecidos en el Código Penal Federal y la Ley aplicable en materia de ejecución de penas. Artículo reformado DOF 16-06-2016"
constitucion-politica-de-los-estados-unidos-mexicanos,CONSTITUCIÓN Política de los Estados Unidos Mexicanos,CPEUM,ley-nacional-sobre-el-uso-de-la-fuerza,LEY Nacional sobre el Uso de la Fuerza,LNUF,constitucional,penal,False,1,1,"[Art.73 · medium · direct_mention] y las demás instituciones de seguridad pública en materia federal, de conformidad con lo establecido en el artículo 21 de esta Constitución; así como la Ley Nacional sobre el Uso de la Fuerza, y la Ley Nacional del Registro de Detenciones; Fracción derogada DOF 06-12-1977. Adicionada DOF 31-12-1994.","[Art.4 · medium · constitucion_bare] ara el desistimiento de la conducta del agresor;  II.	Legalidad: para que la acción de las instituciones de seguridad se realice con estricto apego a la Constitución, a las leyes y a los Tratados Internacionales de los que el Estado mexicano sea parte;  III.	Prevención: para que los operativos para "
ley-aduanera,LEY Aduanera,LA,ley-federal-para-la-prevencion-e-identificacion-de-operaciones-con-recursos-de-procedencia-ilicita,LEY Federal para la Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita,LFPIORPI,comercio-exterior,financiero,False,1,1,[Art.165 · high · a_que_refiere] distinto al proporcionado por el importador o exportador. Fracción adicionada DOF 09-12-2013  XII.	Encontrarse dentro de los supuestos de cancelación a que se refiere la Ley Federal para la Prevención e Identificación de Operaciones con Recursos de Procedencia Ilícita. Fracción adicionada DOF 25-06-,"[Art.17 · high · prevista_en] l, mediante autorización otorgada por la Secretaría, para promover por cuenta ajena, el despacho de mercancías, en los diferentes regímenes aduaneros previstos en la Ley Aduanera, así como el despacho que las personas físicas y morales promuevan sin la intervención de agente aduanal o agencia aduana"
ley-de-adquisiciones-arrendamientos-y-servicios-del-sector-publico,"LEY de Adquisiciones, Arrendamientos y Servicios del Sector Público",LAASSP,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,LEY Federal de Presupuesto y Responsabilidad Hacendaria,LFPRH,administrativo,fiscal,False,1,1,"[Art.33 · medium · direct_mention] contraídas en ejercicios anteriores. Para los efectos del párrafo anterior, las dependencias y entidades observarán lo dispuesto en el artículo 50 de la Ley Federal de Presupuesto y Responsabilidad Hacendaria. La información sobre estos contratos se difundirá a través de la Plataforma.","[Art.48 · high · lo_dispuesto] o del gasto de inversión, exclusivamente en infraestructura y servicios relacionados con la misma, las dependencias y entidades observarán, además de lo dispuesto por la Ley de Adquisiciones, Arrendamientos y Servicios del Sector Público y la Ley de Obras Públicas y Servicios Relacionados con las Mi"
ley-de-aviacion-civil,LEY de Aviación Civil,LAC,ley-federal-de-derechos,LEY Federal de Derechos,LFD,civil,propiedad-intelectual,False,1,1,"[Art.84 · high · prevista_en] respectiva, sin que ello afecte la validez del acto.  Las personas físicas o morales que sean sujetos de vigilancia y verificación, cubrirán el pago previsto en la Ley Federal de Derechos, que por este concepto se originen.  Las personas concesionarias, asignatarias, operadoras aéreas o permisionari","[Art.159 · high · senalada_en] Artículo 159.- Por los servicios relacionados con el otorgamiento de las concesiones, permisos o autorizaciones señalados en la Ley de Aviación Civil, se pagarán derechos conforme a las siguientes cuotas:  I.-	Concesión $60,275.59 Fracción reformada DOF 07-11-2025  II.-	Permiso $28,555.90 Párrafo r"
ley-de-biocombustibles,LEY de Biocombustibles,LBIO,ley-del-sector-electrico,LEY del Sector Eléctrico,LIE,energia,energia,True,1,1,"[Art.3 · medium · direct_mention] rtículo 3.- En todo lo no previsto en la presente Ley, se deben aplicar las disposiciones contenidas en la Ley de Planeación y Transición Energética, la Ley del Sector Eléctrico, la Ley del Sector Hidrocarburos, la Ley General del Equilibrio Ecológico y la Protección al Ambiente, la Ley General para",[Art.3 · medium · direct_mention] en todas sus formas; c)	La energía oceánica en sus distintas formas; d)	El calor de los yacimientos geotérmicos; e)	Los biocombustibles que determine la Ley de Biocombustibles; f)	La energía generada por el aprovechamiento del poder calorífico del metano y otros gases asociados en los sitios de disp
ley-de-comercio-exterior,LEY de Comercio Exterior,LCE,ley-federal-de-procedimiento-contencioso-administrativo,LEY Federal de Procedimiento Contencioso Administrativo,LFPCA,mercantil,administrativo,False,1,1,"[Art.97 · medium · direct_mention] tanto dicho mecanismo no se resuelva de forma definitiva, y Fracción reformada DOF 21-12-2006  III. Se observará lo establecido en el artículo 51 de la Ley Federal de Procedimiento Contencioso Administrativo. Fracción reformada DOF 21-12-2006","[Art.8o · medium · direct_mention] stancias de autos apareciere claramente que no existe la resolución o acto impugnados.  XII. Que puedan impugnarse en los términos del artículo 97 de la Ley de Comercio Exterior, cuando no haya transcurrido el plazo para el ejercicio de la opción o cuando la opción ya haya sido ejercida.  XIII. Dict"
ley-de-coordinacion-fiscal,LEY de Coordinación Fiscal,LCF,ley-de-ingresos-sobre-hidrocarburos,LEY de Ingresos sobre Hidrocarburos,LIH,fiscal,fiscal,True,1,1,"[Art.2o · high · a_que_refiere] fo reformado DOF 11-08-2014  I. El impuesto sobre la renta derivado de los contratos y asignaciones para la exploración y extracción de hidrocarburos a que se refiere la Ley de Ingresos sobre Hidrocarburos; Fracción reformada DOF 11-08-2014  II. El impuesto sobre la renta por concepto de salarios y,","[Art.57 · medium · direct_mention] s por el impuesto por la actividad de exploración y extracción de hidrocarburos previsto en el presente Título.  Para los efectos del artículo 2o. de la Ley de Coordinación Fiscal, no se incluirá en la recaudación federal participable, la recaudación total que se obtenga del impuesto por la activida"
ley-de-coordinacion-fiscal,LEY de Coordinación Fiscal,LCF,ley-de-tesoreria-de-la-federacion,LEY de Tesorería de la Federación,LTF,fiscal,fiscal,True,1,1,"[Art.10-A · medium · direct_mention] ta en la legislación local correspondiente, las contribuciones que tengan las características de derecho conforme al Código Fiscal de la Federación y la Ley de Ingresos de la Federación.  También se considerarán como derechos para los efectos de este artículo, las contribuciones u otros cobros, cual","[Art.43 · medium · direct_mention] Entidades Federativas o municipios con las cantidades que les correspondan a éstos percibir por concepto de participaciones federales, en términos de la Ley de Coordinación Fiscal y demás disposiciones jurídicas aplicables.  CAPÍTULO VI DE LAS GARANTÍAS"
ley-de-coordinacion-fiscal,LEY de Coordinación Fiscal,LCF,ley-del-impuesto-al-valor-agregado,LEY del Impuesto al Valor Agregado,LIVA,fiscal,fiscal,True,1,1,"[Art.10-C · medium · direct_mention] n Fiscal, sin que se considere un incumplimiento de los convenios a que se refiere el artículo 10 de esta Ley ni de lo dispuesto en el artículo 41 de la Ley del Impuesto al Valor Agregado, y en adición a los impuestos a que hace referencia el artículo 43 de este último ordenamiento, podrán establece","[Art.41 · high · en_los_terminos] y Crédito Público celebrará convenio con los Estados que soliciten adherirse al Sistema Nacional de Coordinación Fiscal para recibir participaciones en los términos de la Ley de Coordinación Fiscal, conviniendo en no mantener impuestos locales o municipales sobre:  l.- Los actos o actividades por lo"
ley-de-coordinacion-fiscal,LEY de Coordinación Fiscal,LCF,ley-organica-del-poder-judicial-de-la-federacion,LEY Orgánica del Poder Judicial de la Federación,LOPJF,fiscal,judicial,False,1,1,"[Art.12 · medium · direct_mention] drá ocurrir ante la Suprema Corte de Justicia de la Nación, conforme al artículo 105 de la Constitución Política de los Estados Unidos Mexicanos y de la Ley Orgánica del Poder Judicial Federal, demandando la anulación de la declaratoria que se haya dictado conforme al artículo anterior de esta Ley. ","[Art.16 · medium · direct_mention] de los convenios de coordinación celebrados por el Gobierno Federal con los Gobiernos de las entidades federativas, de acuerdo con lo establecido por la Ley de Coordinación Fiscal, en términos de lo dispuesto por la Ley Reglamentaria del artículo 105 de la Constitución Política de los Estados Unidos"
ley-de-desarrollo-rural-sustentable,LEY de Desarrollo Rural Sustentable,LDRS,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,LEY Federal de Presupuesto y Responsabilidad Hacendaria,LFPRH,agrario,fiscal,False,1,1,"[Art.190 · medium · direct_mention] Artículo 190.- Para los efectos del artículo anterior, y de acuerdo a lo dispuesto por los artículos 24 y 25 de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, las previsiones presupuestales podrán comprender los siguientes rubros: Párrafo reformado DOF 26-05-2011  I. Apoyos para la adqu","[Art.41 · medium · direct_mention] s de gasto que correspondan al Programa Especial Concurrente para el Desarrollo Rural Sustentable, conforme a lo previsto en los artículos 16 y 69 de la Ley de Desarrollo Rural Sustentable; Inciso adicionado DOF 19-01-2012  r) Las previsiones de gasto que correspondan al Programa de Ciencia, Tecnolo"
ley-de-fondos-de-inversion,LEY de Fondos de Inversión,LFI,ley-general-de-titulos-y-operaciones-de-credito,LEY General de Títulos y Operaciones de Crédito,LGTOC,financiero,financiero,True,1,1,"[Art.51 · medium · direct_mention] los deudores por los bienes, derechos o valores que se adquieran, salvo que sea por su culpa según lo dispuesto en la parte final del artículo 391 de la Ley General de Títulos y Operaciones de Crédito, o garantizar la percepción de rendimientos por los recursos cuya inversión se les encomiende.  Si ",[Art.395 · medium · direct_mention] adicionada DOF 20-08-2008. Reformada DOF 10-01-2014  VIII.	Sociedades operadoras de fondos de inversión que cumplan con los requisitos previstos por la Ley de Fondos de Inversión. Fracción adicionada DOF 10-01-2014  Las instituciones fiduciarias a que se refieren las fracciones II a IV y VI de este 
ley-de-instituciones-de-credito,LEY de Instituciones de Crédito,LIC,ley-para-regular-las-sociedades-de-informacion-crediticia,LEY para Regular las Sociedades de Información Crediticia,LRSIC,financiero,financiero,True,1,1,"[Art.222 · medium · direct_mention] tas en el registro que lleva el Instituto Federal de Especialistas de Concursos Mercantiles;  c)	Presentar un Reporte de Crédito Especial, conforme a la Ley para Regular las Sociedades de Información Crediticia, proporcionado por sociedades de información crediticia, que contenga sus antecedentes de","[Art.2o · medium · direct_mention] aría, la Secretaría de Hacienda y Crédito Público; Fracción reformada DOF 01-02-2008  XI. Secreto Financiero, al que se refieren los artículos 117 de la Ley de Instituciones de Crédito, 192 de la Ley del Mercado de Valores, 55 de la Ley de Sociedades de Inversión y 34 de la Ley de Ahorro y Crédito P"
ley-de-la-fiscalia-general-de-la-republica,LEY de la Fiscalía General de la República,LFGR,ley-general-de-victimas,LEY General de Víctimas,LGV,fiscal,social,False,1,1,"[Art.40 · medium · direct_mention] ona víctima o a la persona ofendida del delito, desde el momento en que se presente o comparezca ante él, los derechos que le otorga la Constitución, la Ley General de Víctimas, el Código Nacional y las demás disposiciones legales aplicables, así como sus alcances, incluyendo el derecho de designar ","[Art.117 · high · conformidad] procuración de justicia en materia de derechos humanos;  II. Proporcionar a las víctimas orientación y asesoría para su eficaz atención y protección, de conformidad con la Ley de la Fiscalía General de la República, su Estatuto Orgánico y demás ordenamientos aplicables; Fracción reformada DOF 20-05-"
ley-de-la-guardia-nacional,LEY de la Guardia Nacional,LGN,ley-del-instituto-de-seguridad-social-para-las-fuerzas-armadas-mexicanas,LEY del Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,LISSFAM,seguridad,seguridad,True,1,1,"[Art.45 · medium · direct_mention] on veinte o más años de servicios efectivos que estén próximos a ser colocados en situación de retiro, por edad límite dispuesta en el artículo 25 de la Ley del Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas, conforme a la tabla siguiente: Años de Servicio Generales, Jefes y Oficia","[Art.25 · medium · direct_mention] n tomarse los homólogos para la Fuerza Aérea Mexicana, la Armada y la Guardia Nacional, contenidas en las leyes orgánicas de dichas Fuerzas Armadas y la Ley de la Guardia Nacional, respectivamente. Párrafo reformado DOF 16-07-2025"
ley-de-mineria,LEY de Minería,LMIN,ley-del-sector-hidrocarburos,LEY del Sector Hidrocarburos,LH,energia,energia,True,1,1,"[Art.20 · medium · direct_mention] s sus variedades, en terrenos amparados por asignaciones petroleras o por contratos para la exploración y extracción de hidrocarburos, en términos de la Ley de Hidrocarburos, sólo podrán ejecutarse con autorización de la Secretaría, que solicitará opinión favorable a la Secretaría de Energía. Párraf","[Art.56 · high · conforme_dispuesto] aría de Economía, previo aviso de la Secretaría de Energía, debe sancionar a dicho concesionario con la cancelación de la concesión minera respectiva conforme a lo dispuesto en la Ley de Minería."
ley-de-navegacion-y-comercio-maritimos,LEY de Navegación y Comercio Marítimos,LNCM,ley-federal-de-responsabilidad-ambiental,LEY Federal de Responsabilidad Ambiental,LFRA,mercantil,anticorrupcion,False,1,1,"[Art.77 · high · lo_dispuesto] cosistemas marinos o sus componentes estará obligada a la reparación de los daños, o bien, a la compensación ambiental que proceda de conformidad con lo dispuesto en la Ley Federal de Responsabilidad Ambiental. Artículo adicionado DOF 07-06-2013  TITULO CUARTO DE LA PROPIEDAD DE LAS EMBARCACIONES  C","[Art.2o · medium · direct_mention] y General de Vida Silvestre, la Ley General para la Prevención y Gestión Integral de los Residuos, la Ley General de Desarrollo Forestal Sustentable, la Ley de Navegación y Comercio Marítimos, la Ley de Aguas Nacionales, la Ley de Cambio Climático, y la Ley General de Bienes Nacionales; así como aqu"
ley-de-puertos,LEY de Puertos,LPUE,ley-federal-de-presupuesto-y-responsabilidad-hacendaria,LEY Federal de Presupuesto y Responsabilidad Hacendaria,LFPRH,mercantil,fiscal,False,1,1,"[Art.23 · medium · direct_mention] ido, se entenderá emitida en sentido afirmativo;  II. El registro en la cartera de programas y proyectos de inversión, en términos del artículo 34 de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, cuando se consideren recursos públicos federales como parte de su financiamiento, y  III. ","[Art.68 · medium · direct_mention] en los términos que dispongan el artículo 9 de la Ley de Planeación, la Ley del Servicio Profesional de Carrera en la Administración Pública Federal, la Ley de Premios, Estímulos y Recompensas Civiles, o en las demás leyes que prevean expresamente percepciones extraordinarias similares;  II. Los rec"
ley-de-seguridad-nacional,LEY de Seguridad Nacional,LSN,ley-general-del-sistema-nacional-de-seguridad-publica,LEY General del Sistema Nacional de Seguridad Pública,LGSNSP,seguridad,seguridad,True,1,1,"[Art.8 · high · lo_dispuesto] n expresa en la presente Ley, se estará a las siguientes reglas de supletoriedad:  I.	Respecto del apoyo que deban prestar las Instancias se estará a lo dispuesto en la Ley General que establece las Bases de Coordinación del Sistema Nacional de Seguridad Pública;  II.	En lo relativo al régimen disci","[Art.119 · medium · direct_mention] os Estados Unidos Mexicanos, así como de aquellas que tiendan a mantener la integridad, estabilidad y permanencia del Estado mexicano, en términos de la Ley de Seguridad Nacional."
ley-del-impuesto-sobre-la-renta,LEY del Impuesto sobre la Renta,LISR,ley-general-de-bibliotecas,LEY General de Bibliotecas,LGB,fiscal,educacion,False,1,1,[Art.79 · high · conformidad] pluricultural que conforman el país.  d)	La instauración y establecimiento de bibliotecas que formen parte de la Red Nacional de Bibliotecas Públicas de conformidad con la Ley General de Bibliotecas.  e)	El apoyo a las actividades y objetivos de los museos dependientes del Consejo Nacional para la C,"[Art.19 · medium · direct_mention] realicen en especie a la Dirección General en términos de lo dispuesto por los artículos 27, fracción I, inciso a), y 151, fracción III, inciso a) de la Ley del Impuesto sobre la Renta; y 131 de su Reglamento, siempre y cuando las donaciones realizadas sean valoradas y, en su caso, aceptadas por la "
ley-del-impuesto-sobre-la-renta,LEY del Impuesto sobre la Renta,LISR,ley-para-regular-las-actividades-de-las-sociedades-cooperativas-de-ahorro-y-prestamo,LEY para Regular las Actividades de las Sociedades Cooperativas de Ahorro y Préstamo,LRASCAP,fiscal,fiscal,True,1,1,"[Art.79 · high · a_que_refiere] ministrar fondos o cajas de ahorro, y aquéllas a las que se refiera la legislación laboral, así como las sociedades cooperativas de ahorro y préstamo a que se refiere la Ley para regular las actividades de las sociedades cooperativas de ahorro y préstamo.  XIV.	Asociaciones de padres de familia cons","[Art.2 · medium · direct_mention] las obligaciones que podrán denominarse en Unidades de Inversión y reforma y adiciona diversas disposiciones del Código Fiscal de la Federación y de la Ley del Impuesto sobre la Renta"" publicado en el Diario Oficial de la Federación el 1 de abril de 1995, tal como el mismo sea modificado o adicionad"
ley-del-impuesto-sobre-la-renta,LEY del Impuesto sobre la Renta,LISR,ley-del-instituto-de-seguridad-social-para-las-fuerzas-armadas-mexicanas,LEY del Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,LISSFAM,fiscal,seguridad,False,1,1,"[Art.93 · high · prevista_en] idad y Servicios Sociales de los Trabajadores del Estado o del Fondo de la Vivienda para los miembros del activo del Ejército, Fuerza Aérea y Armada, previsto en la Ley del Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas, así como las casas habitación proporcionadas a los trabajador","[Art.94 · medium · direct_mention] fallecimiento del militar.  El pago de la suma asegurada no estará sujeto al impuesto sobre la renta, de conformidad con el artículo 77 fracción V de la Ley del Impuesto Sobre la Renta."
ley-del-instituto-de-seguridad-social-para-las-fuerzas-armadas-mexicanas,LEY del Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas,LISSFAM,ley-organica-del-ejercito-y-fuerza-aerea-mexicanos,LEY Orgánica del Ejército y Fuerza Aérea Mexicanos,LOEFAM,seguridad,seguridad,True,1,1,"[Art.22 · medium · direct_mention] Cuerpos de Defensas Rurales sólo tendrán derecho a las retribuciones, prestaciones o estímulos que se establezcan en los términos del artículo 121 de la Ley Orgánica del Ejército y Fuerza Aérea Mexicanos; Fracción reformada DOF 20-11-2008  IV. Los soldados, marineros y cabos que no sean reenganchado","[Art.175 · medium · direct_mention] n veinte, o más años de servicios efectivos que estén próximos a ser colocados en situación de retiro, por edad límite dispuesta en el artículo 25 de la Ley del Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas, conforme a la tabla siguiente:  Años de Servicio  Generales, Jefes y Ofic"
ley-del-instituto-de-seguridad-y-servicios-sociales-de-los-trabajadores-del-estado,LEY del Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,LISSSTE,ley-general-de-responsabilidades-administrativas,LEY General de Responsabilidades Administrativas,LGRA,seguridad-social,anticorrupcion,False,1,1,"[Art.22 · medium · direct_mention] ociales o descuentos que se realicen al salario de los trabajadores constituye una falta administrativa grave, la cual será sancionada en términos de la Ley General de Responsabilidades Administrativas. Párrafo adicionado DOF 22-11-2021  Las omisiones y diferencias que resultaren con motivo de los p","[Art.64 · medium · direct_mention] o descuentos ante el Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado, en los términos que señalan los artículos 21 y 22 de la Ley del Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado. Artículo adicionado DOF 22-11-2021"
ley-del-mercado-de-valores,LEY del Mercado de Valores,LMV,ley-federal-del-trabajo,LEY Federal del Trabajo,LFT,financiero,trabajo,False,1,1,"[Art.412 · medium · direct_mention] sas de valores, instituciones para el depósito de valores y contrapartes centrales de valores, antes de la suspensión de las labores y en términos de la Ley Federal del Trabajo, la Junta Federal de Conciliación y Arbitraje proveerá lo necesario para que durante la huelga permanezca abierto el número","[Art.13 · medium · direct_mention] la actividad económica preponderante de la empresa que los reciba. Se entenderá por grupo empresarial lo establecido en el artículo 2, fracción X de la Ley del Mercado de Valores. Fe de erratas al artículo DOF 30-04-1970. Reformado DOF 23-04-2021"
ley-del-servicio-exterior-mexicano,LEY del Servicio Exterior Mexicano,LSEM,ley-organica-de-la-administracion-publica-federal,LEY Orgánica de la Administración Pública Federal,LOAPF,administrativo,administrativo,True,1,1,"[Art.1 · high · conforme_dispuesto] ública, de conformidad con las facultades que le confiere la propia Constitución.  Las dependencias y entidades de la Administración Pública Federal, conforme a lo dispuesto en la Ley Orgánica de la Administración Pública Federal, en la presente Ley y su Reglamento, se coordinarán con la Secretaría ","[Art.28 · high · en_los_terminos] convenciones en los que el país sea parte; Fracción reformada DOF 29-12-1982  II.	Dirigir el servicio exterior en sus aspectos diplomático y consular en los términos de la Ley del Servicio Exterior Mexicano y, por conducto de los agentes de este servicio, velar en el extranjero por el buen nombre de"
ley-en-materia-de-telecomunicaciones-y-radiodifusion,LEY en Materia de Telecomunicaciones y Radiodifusión,LFTR,ley-federal-del-derecho-de-autor,LEY Federal del Derecho de Autor,LFDA,telecomunicaciones,propiedad-intelectual,False,1,1,"[Art.211 · high · establecida_en] ransmisión de programas de interés cultural y cívico; II.	Intervenir en materia de radiodifusión para proteger los derechos de autor, en los términos establecidos en la Ley Federal del Derecho de Autor, y III.	Las demás que le confieran esta Ley y otras disposiciones legales.","[Art.114 · high · lo_dispuesto] ara buscar activamente posibles violaciones al derecho de autor o los derechos conexos protegidos por esta Ley y que ocurran en línea.  En atención a lo dispuesto en la Ley Federal de Telecomunicaciones y Radiodifusión, los Proveedores de Servicios de Internet podrán realizar un monitoreo proactivo "
ley-federal-de-armas-de-fuego-y-explosivos,LEY Federal de Armas de Fuego y Explosivos,LFAFE,ley-general-del-sistema-nacional-de-seguridad-publica,LEY General del Sistema Nacional de Seguridad Pública,LGSNSP,penal,seguridad,False,1,1,[Art.8o · high · establecida_en] venio de colaboración con la Secretaría para la capacitación y adiestramiento en el uso de las armas solicitadas;  IV.-	La evaluación y certificación establecida en la Ley General del Sistema Nacional de Seguridad Pública;  V.-	Certificado Único Policial vigente del personal operativo al que se asig,"[Art.122 · medium · direct_mention] Artículo 122. Además de cumplir con las disposiciones de la Ley Federal de Armas de Fuego y Explosivos, las personas físicas o morales que presten servicios de seguridad privada bajo las modalidades y submodalidades previstas en la normativa que regula"
ley-federal-de-responsabilidad-ambiental,LEY Federal de Responsabilidad Ambiental,LFRA,ley-general-de-bienes-nacionales,LEY General de Bienes Nacionales,LGBN,anticorrupcion,administrativo,False,1,1,"[Art.2o · medium · direct_mention] Ley General de Desarrollo Forestal Sustentable, la Ley de Navegación y Comercio Marítimos, la Ley de Aguas Nacionales, la Ley de Cambio Climático, y la Ley General de Bienes Nacionales; así como aquellos ordenamientos cuyo objeto o disposiciones se refieran a la preservación o restauración del equil","[Art.153 · high · lo_dispuesto] mas o sus componentes, estarán obligados a la reparación de los daños al ambiente, o bien, a la compensación ambiental que proceda de conformidad con lo dispuesto en la Ley Federal de Responsabilidad Ambiental. Artículo adicionado DOF 07-06-2013"
ley-federal-del-trabajo,LEY Federal del Trabajo,LFT,ley-general-para-la-igualdad-sustantiva-entre-mujeres-y-hombres,LEY General para la Igualdad Sustantiva entre Mujeres y Hombres,LGIMH,trabajo,fiscal,False,1,1,[Art.86 · high · lo_dispuesto] nes del Estado de reducir la brecha salarial de género se promoverán acciones para erradicar las prácticas retributivas desiguales de conformidad con lo dispuesto en la Ley General para la Igualdad entre Mujeres y Hombres. Artículo reformado DOF 16-12-2024,"[Art.40 · medium · direct_mention] nsabilidades familiares reconociendo a los padres biológicos y por adopción el derecho a un permiso y a una prestación por paternidad, en términos de la Ley Federal del Trabajo. Fracción adicionada DOF 14-11-2013. Reformada DOF 24-03-2016  CAPÍTULO SEXTO DE LA ELIMINACIÓN DE ESTEREOTIPOS ESTABLECIDO"
ley-federal-del-trabajo,LEY Federal del Trabajo,LFT,ley-general-de-educacion,LEY General de Educación,LGE,trabajo,educacion,False,1,1,"[Art.283 · medium · direct_mention] o se sitúen fuera de las poblaciones, la persona empleadora deberá establecer y sostener escuelas de conformidad con lo previsto en el artículo 82 de la Ley General de Educación.  Las autoridades educativas de las entidades federativas podrán celebrar con las personas empleadoras, convenios para el ","[Art.152 · high · establecida_en] Artículo 152. Las visitas de vigilancia se llevarán a cabo en días y horas hábiles. Para tal efecto, se considerarán días inhábiles los establecidos en la Ley Federal del Trabajo y aquellos que se inhabiliten a través de su publicación en el Diario Oficial de la Federación.  Asimismo, se considerará"
ley-federal-del-trabajo,LEY Federal del Trabajo,LFT,ley-federal-para-prevenir-y-eliminar-la-discriminacion,LEY Federal para Prevenir y Eliminar la Discriminación,LFPED,trabajo,social,False,1,1,"[Art.331 · medium · direct_mention] ibida todo tipo de discriminación, en términos de los artículos 1°. de la Constitución Política de los Estados Unidos Mexicanos, y 1, fracción III de la Ley Federal para Prevenir y Eliminar la Discriminación, en todas las etapas de la relación laboral y en el establecimiento de las condiciones labor","[Art.42 · medium · direct_mention] Artículo 42.- Las relaciones de trabajo del organismo y su personal se regirán por la Ley Federal del Trabajo, reglamentaria del apartado ""A"" del artículo 123 de la Constitución Política de los Estados Unidos Mexicanos.  CAPÍTULO V (sic DOF 20-03-2014) DEL PR"
